,Country,"Density
(P/Km2)",Abbreviation,Agricultural Land( %),Land Area(Km2),Armed Forces size,Birth Rate,Calling Code,Capital/Major City,Co2-Emissions,CPI,CPI Change (%),Currency-Code,Fertility Rate,Forested Area (%),Gasoline Price,GDP,Gross primary education enrollment (%),Gross tertiary education enrollment (%),Infant mortality,Largest city,Life expectancy,Maternal mortality ratio,Minimum wage,Official language,Out of pocket health expenditure,Physicians per thousand,Population,Population: Labor force participation (%),Tax revenue (%),Total tax rate,Unemployment rate,Urban_population,Latitude,Longitude,Iso3_code,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,txtVALUE,Source
17482,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Adult,2020,Counts,16.0,GLOTIP
17483,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Child,2020,Counts,3.0,GLOTIP
17484,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Adult,2020,Counts,53.0,GLOTIP
17485,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Child,2020,Counts,3.0,GLOTIP
17486,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Adult,2020,Counts,69.0,GLOTIP
17487,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Total,2020,Counts,69.0,GLOTIP
17526,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Child,2021,Counts,3.0,GLOTIP
17527,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Adult,2021,Counts,27.0,GLOTIP
17528,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Child,2021,Counts,3.0,GLOTIP
17529,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Adult,2021,Counts,22.0,GLOTIP
17530,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Other,Child,2021,Counts,3.0,GLOTIP
17531,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Other,Adult,2021,Counts,3.0,GLOTIP
17532,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Child,2021,Counts,3.0,GLOTIP
17533,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Adult,2021,Counts,50.0,GLOTIP
17534,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Total,2021,Counts,51.0,GLOTIP
17583,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Total,2009,Counts,17.0,GLOTIP
17584,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Total,2009,Counts,50.0,GLOTIP
17585,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Total,2010,Counts,15.0,GLOTIP
17586,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Total,2010,Counts,63.0,GLOTIP
17587,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Total,2011,Counts,16.0,GLOTIP
17588,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Total,2011,Counts,10.0,GLOTIP
17589,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Total,2012,Counts,33.0,GLOTIP
17590,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Total,2012,Counts,53.0,GLOTIP
17591,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Total,2013,Counts,39.0,GLOTIP
17592,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Total,2013,Counts,26.0,GLOTIP
17593,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Total,2014,Counts,44.0,GLOTIP
17594,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Total,2014,Counts,27.0,GLOTIP
17595,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Total,2015,Counts,20.0,GLOTIP
17596,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Total,2015,Counts,27.0,GLOTIP
17597,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Total,2016,Counts,23.0,GLOTIP
17598,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Total,2016,Counts,24.0,GLOTIP
17599,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Total,2017,Counts,49.0,GLOTIP
17600,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Total,2017,Counts,24.0,GLOTIP
17606,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Total,2018,Counts,18.0,GLOTIP
17607,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Total,2018,Counts,41.0,GLOTIP
17611,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Total,2019,Counts,15.0,GLOTIP
17612,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Total,2019,Counts,60.0,GLOTIP
17616,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Total,2020,Counts,16.0,GLOTIP
17617,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Total,2020,Counts,53.0,GLOTIP
17621,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Total,2021,Counts,28.0,GLOTIP
17622,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Total,2021,Counts,22.0,GLOTIP
17623,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Other,Total,2021,Counts,3.0,GLOTIP
17661,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2007,Counts,59.0,GLOTIP
17662,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2007,Counts,656.0,GLOTIP
17663,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2007,Counts,715.0,GLOTIP
17677,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2008,Counts,36.0,GLOTIP
17678,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2008,Counts,592.0,GLOTIP
17679,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2008,Counts,628.0,GLOTIP
17693,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2009,Counts,20.0,GLOTIP
17694,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2009,Counts,361.0,GLOTIP
17695,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2009,Counts,381.0,GLOTIP
17710,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Child,2010,Counts,10.0,GLOTIP
17711,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Adult,2010,Counts,63.0,GLOTIP
17712,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Child,2010,Counts,3.0,GLOTIP
17713,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Adult,2010,Counts,20.0,GLOTIP
17714,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2010,Counts,13.0,GLOTIP
17715,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2010,Counts,83.0,GLOTIP
17716,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2010,Counts,96.0,GLOTIP
17735,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Child,2011,Counts,14.0,GLOTIP
17736,Italy,206,IT,43.20%,"301,340","347,000",7.3,39.0,Rome,"320,411",110.62,0.60%,EUR,1.29,31.80%,$1.61 ,"$2,001,244,392,042 ",101.90%,61.90%,2.6,Rome,82.9,2.0,,Italian,22.8,3.98,60297396.0,49.60%,24.30%,59.10%,9.89,"42,651,966",41.87194,12.56738,ITA,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Adult,2011,Counts,51.0,GLOTIP
